cus_id,pa_3,pb_3,pa_2,pb_2,pa_1,pb_1,last_login_pa,last_login_pb
49940540,8,29,5,27,0,26,5/31/2019,5/31/2019
445237872,,,,,,,,
89856592,,,,,12,11,5/29/2019,5/29/2019
236080043,1,0,,,1,0,5/15/2019,5/15/2019
127980465,1,29,1,26,0,26,5/31/2019,5/31/2019
82990564,5,25,7,24,0,19,5/31/2019,5/31/2019
233374479,5,0,10,0,4,0,5/30/2019,5/30/2019
58081373,,,,,2,4,5/29/2019,5/30/2019
241716080,3,0,5,1,1,1,5/1/2019,5/1/2019
95246320,1,0,2,0,5,0,5/24/2019,5/24/2019
135927276,3,27,23,5,29,25,5/31/2019,5/31/2019
208581281,10,0,,,2,1,5/5/2019,5/2/2019
20800542,1,11,5,14,2,16,5/28/2019,5/28/2019
328543599,1,0,5,0,4,0,5/27/2019,5/27/2019
60834452,5,14,16,10,12,19,5/26/2019,5/28/2019
156682502,0,12,4,11,3,8,5/28/2019,5/29/2019
126735865,24,29,23,17,20,25,5/31/2019,5/31/2019
119997376,7,0,6,0,4,16,5/25/2019,5/31/2019
239753872,1,0,1,0,,,,
59109340,1,0,2,2,3,1,5/22/2019,5/16/2019
154361719,2,30,7,27,6,30,5/28/2019,5/31/2019
58415154,,,,,,,,
330468614,7,0,5,0,5,0,5/25/2019,5/25/2019
42951371,2,9,1,10,2,7,5/31/2019,5/28/2019
56923304,2,4,4,6,2,4,5/21/2019,5/22/2019
442768668,,,,,,,,
174059247,2,16,1,22,1,20,5/22/2019,5/31/2019
128338405,,,,,,,,
161253625,9,4,6,5,10,22,5/30/2019,5/31/2019
176409806,10,17,7,13,7,19,5/24/2019,5/31/2019
297417269,25,9,27,17,28,10,5/31/2019,5/31/2019
167861195,0,8,5,14,3,5,5/18/2019,5/18/2019
245352617,0,5,0,11,0,18,5/30/2019,5/30/2019
10618302,1,26,2,23,2,22,5/16/2019,5/31/2019
165678138,3,3,4,3,5,4,5/21/2019,5/20/2019
215611388,0,21,0,20,1,21,5/25/2019,5/31/2019
73360655,1,4,0,4,1,4,5/20/2019,5/25/2019
40408525,18,13,20,8,28,10,5/30/2019,5/31/2019
122871899,,,2,0,5,0,5/27/2019,5/27/2019
126778964,,,3,0,,,,
32682100,4,7,7,7,3,16,5/15/2019,5/29/2019
269607078,1,6,2,6,3,12,5/28/2019,5/27/2019
227803831,0,8,0,10,6,15,5/31/2019,5/31/2019
216954606,0,3,0,4,1,5,5/18/2019,5/20/2019
193999421,,,,,,,,
256981604,0,9,0,8,0,20,5/31/2019,5/31/2019
36463590,0,12,0,9,3,12,5/28/2019,5/31/2019
416442885,4,10,0,7,,,,
118535226,0,11,2,9,4,16,5/28/2019,5/31/2019
359809222,0,9,1,16,0,16,5/20/2019,5/20/2019
46911479,7,3,2,1,6,3,5/24/2019,5/4/2019
78022255,13,20,6,13,14,21,5/29/2019,5/31/2019
120192730,0,2,0,4,0,4,5/31/2019,5/31/2019
381414528,2,22,2,14,0,12,5/30/2019,5/30/2019
238988437,5,0,5,0,2,0,5/21/2019,5/21/2019
254891532,,,,,,,,
22014618,0,17,0,15,0,14,5/31/2019,5/31/2019
263055629,0,9,1,3,4,6,5/30/2019,5/20/2019
426416256,,,3,0,,,,
233113875,9,0,3,0,6,0,5/25/2019,5/25/2019
174104688,0,5,0,7,0,17,5/31/2019,5/31/2019
195933714,0,2,0,1,0,2,5/29/2019,5/29/2019
82343480,3,17,3,22,3,13,5/28/2019,5/30/2019
236301749,25,19,20,8,14,6,5/27/2019,5/27/2019
28860518,0,17,0,19,0,21,5/30/2019,5/30/2019
126939345,0,13,0,13,2,11,5/31/2019,5/28/2019
318584535,6,5,8,0,5,0,5/21/2019,5/21/2019
243211032,5,15,4,13,8,14,5/30/2019,5/28/2019
181914555,26,0,11,0,5,0,5/31/2019,5/31/2019
404348882,12,0,14,0,9,0,5/31/2019,5/31/2019
52832461,0,6,0,1,0,2,5/23/2019,5/23/2019
131248932,11,30,30,28,31,31,5/31/2019,5/31/2019
398209982,6,0,10,0,8,0,5/30/2019,5/30/2019
82263909,2,30,10,30,7,30,5/29/2019,5/31/2019
7279428,20,24,11,13,5,15,5/28/2019,5/31/2019
104525535,5,0,6,0,2,0,5/15/2019,5/15/2019
95413635,0,10,2,5,4,9,5/20/2019,5/31/2019
180539848,0,6,2,4,0,4,5/28/2019,5/28/2019
32821735,11,19,24,19,17,14,5/29/2019,5/27/2019
371110231,7,7,3,9,4,9,5/21/2019,5/30/2019
128438032,5,14,5,14,9,30,5/31/2019,5/31/2019
149265281,11,12,11,17,14,21,5/30/2019,5/30/2019
202042984,0,5,0,5,1,15,5/26/2019,5/26/2019
277193888,10,4,2,2,7,7,5/31/2019,5/20/2019
435584618,,,,,3,0,5/28/2019,5/28/2019
65275792,7,19,4,6,9,13,5/31/2019,5/31/2019
92576561,17,15,18,17,21,15,5/31/2019,5/29/2019
214246238,,,13,12,11,10,5/30/2019,5/30/2019
423595703,,,,,,,,
231572070,0,9,0,12,0,3,5/10/2019,5/10/2019
349244210,6,0,2,0,1,0,5/8/2019,5/8/2019
278125875,0,5,1,3,4,1,5/26/2019,5/2/2019
145180988,0,4,0,11,0,14,5/27/2019,5/27/2019
287903177,9,18,0,24,2,21,5/30/2019,5/31/2019
76175407,0,9,0,11,0,7,5/29/2019,5/29/2019
2677505,17,9,23,5,26,11,5/31/2019,5/26/2019
139809060,2,29,0,27,3,30,5/25/2019,5/31/2019
438866268,,,,,3,0,5/27/2019,5/27/2019
143766162,2,3,3,6,14,3,5/31/2019,5/31/2019
47949595,20,21,9,15,7,27,5/28/2019,5/31/2019
13324726,0,13,0,12,0,21,5/31/2019,5/31/2019
2694109,0,11,0,11,1,16,5/29/2019,5/31/2019
115947290,4,1,10,6,3,0,5/21/2019,5/21/2019
96095131,2,27,4,30,3,31,5/16/2019,5/31/2019
178241881,4,0,5,0,6,0,5/16/2019,5/16/2019
20689575,5,5,5,3,6,3,5/21/2019,5/20/2019
30707129,1,21,0,22,0,22,5/31/2019,5/31/2019
435204462,,,,,2,1,5/12/2019,5/11/2019
172889400,1,26,1,28,3,26,5/30/2019,5/31/2019
82105649,0,17,0,7,0,16,5/31/2019,5/31/2019
36264973,2,18,1,11,0,20,5/28/2019,5/28/2019
159472762,2,0,2,0,1,0,5/13/2019,5/13/2019
417727039,2,0,,,,,,
413375612,0,2,,,0,5,5/31/2019,5/31/2019
149362550,3,28,6,22,0,14,5/31/2019,5/31/2019
433495057,,,,,10,0,5/27/2019,5/27/2019
271281840,2,5,1,8,3,19,5/21/2019,5/31/2019
412936661,3,14,3,16,0,16,5/31/2019,5/31/2019
178239321,2,0,4,0,3,0,5/22/2019,5/22/2019
305824933,,,,,,,,
332670251,12,3,28,17,28,17,5/30/2019,5/31/2019
186063147,,,1,0,,,,
97855092,,,,,0,6,5/27/2019,5/27/2019
175083325,2,0,1,0,,,,
250553776,8,0,17,0,13,0,5/22/2019,5/22/2019
150727071,5,0,5,0,2,0,5/27/2019,5/27/2019
196024961,0,4,0,2,3,0,5/31/2019,5/31/2019
180030206,12,8,11,1,10,10,5/24/2019,5/28/2019
10371612,1,0,,,1,0,5/13/2019,5/13/2019
178364510,1,8,6,6,5,5,5/31/2019,5/13/2019
134828109,0,4,0,6,1,4,5/16/2019,5/15/2019
149868380,,,,,,,,
437100888,,,,,2,0,5/20/2019,5/20/2019
137102631,4,30,13,27,9,22,5/31/2019,5/31/2019
228168103,6,14,2,10,3,12,5/30/2019,5/30/2019
324562083,5,25,5,19,17,20,5/31/2019,5/30/2019
256831063,,,,,2,0,5/27/2019,5/27/2019
143365465,,,,,,,,
86215939,1,17,2,25,1,22,5/10/2019,5/30/2019
37240610,20,29,20,29,20,30,5/31/2019,5/31/2019
171582095,6,2,2,2,4,4,5/27/2019,5/31/2019
84846240,0,10,4,9,3,14,5/27/2019,5/30/2019
266147328,9,3,9,1,10,1,5/31/2019,5/20/2019
153046632,0,11,0,8,0,11,5/31/2019,5/31/2019
211550382,9,14,3,9,18,16,5/30/2019,5/31/2019
393742980,,,,,,,,
251685466,6,18,3,21,7,21,5/27/2019,5/30/2019
94639111,0,17,0,17,10,19,5/31/2019,5/31/2019
416133000,0,2,2,1,2,0,5/16/2019,5/16/2019
145948964,,,6,0,12,0,5/24/2019,5/24/2019
24623897,0,7,7,23,4,24,5/24/2019,5/31/2019
113533647,3,6,8,7,9,7,5/31/2019,5/25/2019
16336652,,,,,1,0,5/2/2019,5/2/2019
223500793,0,11,0,13,0,17,5/31/2019,5/31/2019
385788336,0,15,0,14,0,14,5/30/2019,5/30/2019
95782253,4,31,4,28,13,30,5/27/2019,5/31/2019
106460012,,,,,1,0,5/20/2019,5/20/2019
216044193,,,,,,,,
179166692,1,25,12,23,12,25,5/29/2019,5/31/2019
163985192,,,,,,,,
185332743,0,20,0,17,0,10,5/24/2019,5/24/2019
190523558,17,15,9,20,22,17,5/31/2019,5/28/2019
247809077,16,4,5,4,,,,
5543219,2,6,7,18,4,18,5/25/2019,5/27/2019
285749042,0,3,1,14,,,,
252036063,3,28,2,24,1,22,5/2/2019,5/31/2019
232018556,19,30,23,24,15,27,5/31/2019,5/31/2019
59395207,2,7,3,5,3,3,5/30/2019,5/14/2019
77990845,14,29,22,18,26,31,5/31/2019,5/31/2019
113914033,6,0,3,3,6,17,5/31/2019,5/31/2019
57640181,,,,,,,,
77459045,0,8,0,7,,,,
188659764,0,2,0,7,1,4,5/7/2019,5/28/2019
407048559,0,7,0,13,3,15,5/20/2019,5/31/2019
128387910,,,0,4,3,11,5/26/2019,5/24/2019
70185703,,,,,3,0,5/25/2019,5/25/2019
299745703,9,17,5,14,2,9,5/20/2019,5/30/2019
234730940,27,7,21,6,27,4,5/31/2019,5/18/2019
410483818,11,0,12,0,10,0,5/27/2019,5/27/2019
225094847,0,4,0,2,7,14,5/30/2019,5/25/2019
20083837,22,0,25,0,20,0,5/30/2019,5/30/2019
237493103,11,0,5,2,2,0,5/20/2019,5/20/2019
84645130,1,9,8,11,3,8,5/23/2019,5/24/2019
19948290,14,22,6,13,1,14,5/7/2019,5/31/2019
225221198,0,11,0,20,1,9,5/29/2019,5/30/2019
273888387,,,3,4,10,3,5/20/2019,5/30/2019
195017612,7,0,1,0,3,0,5/22/2019,5/22/2019
221473514,19,6,22,14,24,8,5/31/2019,5/28/2019
21985374,0,17,13,14,18,11,5/25/2019,5/31/2019
419772130,1,0,2,0,2,0,5/23/2019,5/23/2019
10873656,0,12,3,16,4,14,5/21/2019,5/31/2019
159758680,0,22,4,18,1,17,5/27/2019,5/30/2019
375466830,2,4,1,2,2,2,5/30/2019,5/30/2019
171178636,8,17,5,14,3,22,5/31/2019,5/31/2019
61961235,,,2,0,14,0,5/31/2019,5/31/2019
266132129,10,19,21,11,26,13,5/31/2019,5/31/2019
3646263,10,30,9,30,9,31,5/31/2019,5/31/2019
25394327,5,15,7,10,6,20,5/26/2019,5/31/2019
120130887,31,17,30,19,31,16,5/31/2019,5/29/2019
133579499,3,21,4,24,9,24,5/29/2019,5/31/2019
133736389,1,0,1,0,1,0,5/24/2019,5/24/2019
396198331,0,16,0,25,0,25,5/31/2019,5/31/2019
400277721,,,,,,,,
269680381,0,2,0,3,0,6,5/29/2019,5/29/2019
155795473,0,15,0,9,1,8,5/31/2019,5/31/2019
70159694,12,4,17,10,23,8,5/31/2019,5/29/2019
257570384,0,2,0,17,0,7,5/31/2019,5/31/2019
26873550,,,7,3,8,0,5/31/2019,5/31/2019
236024474,2,13,2,22,2,24,5/28/2019,5/30/2019
149516388,5,10,6,4,4,1,5/23/2019,5/27/2019
437270193,,,,,3,1,5/25/2019,5/19/2019
416008144,3,0,4,0,5,0,5/31/2019,5/31/2019
24555733,0,13,0,6,0,14,5/31/2019,5/31/2019
332255462,0,18,2,23,1,13,5/13/2019,5/25/2019
210956844,21,27,9,21,21,29,5/31/2019,5/31/2019
176041489,0,10,0,12,7,23,5/16/2019,5/31/2019
113477297,,,1,0,7,0,5/30/2019,5/30/2019
441749060,,,,,,,,
341566081,,,0,5,1,13,5/16/2019,5/24/2019
431602675,,,1,0,3,0,5/10/2019,5/10/2019
140473729,0,6,9,13,10,9,5/31/2019,5/29/2019
437669099,,,,,3,1,5/23/2019,5/23/2019
8614179,3,16,1,18,4,24,5/16/2019,5/31/2019
36188639,7,11,4,15,9,26,5/31/2019,5/31/2019
233233978,12,15,7,10,2,5,5/21/2019,5/16/2019
428219336,,,2,0,2,2,5/18/2019,5/18/2019
187400095,10,0,6,0,3,0,5/30/2019,5/30/2019
89780443,,,,,,,,
151052945,24,0,20,13,21,5,5/31/2019,5/29/2019
78709638,1,0,,,,,,
77707001,14,16,5,11,5,13,5/31/2019,5/28/2019
193941799,0,10,0,9,0,10,5/31/2019,5/31/2019
115821352,2,4,0,1,2,0,5/30/2019,5/30/2019
261008564,6,5,14,9,21,24,5/30/2019,5/31/2019
439091340,,,,,3,0,5/31/2019,5/31/2019
240242042,,,9,0,8,0,5/27/2019,5/27/2019
234447273,0,25,0,16,0,19,5/31/2019,5/31/2019
23129252,1,0,,,0,5,5/17/2019,5/17/2019
50820651,9,31,10,29,5,31,5/21/2019,5/31/2019
104856541,3,12,9,13,8,17,5/24/2019,5/30/2019
10935256,10,0,9,0,16,0,5/30/2019,5/30/2019
6676946,0,25,1,27,1,25,5/27/2019,5/30/2019
407062546,11,0,5,0,9,0,5/30/2019,5/30/2019
166855390,1,6,2,8,1,6,5/21/2019,5/27/2019
345823219,12,11,23,20,25,21,5/31/2019,5/31/2019
101117552,2,5,3,8,2,4,5/27/2019,5/17/2019
400472983,,,,,,,,
336507815,13,11,10,27,9,25,5/30/2019,5/31/2019
2461392,0,3,0,10,0,11,5/29/2019,5/29/2019
173212495,12,7,7,0,11,0,5/21/2019,5/21/2019
26844947,2,16,0,9,3,27,5/29/2019,5/31/2019
207956548,3,9,6,1,3,1,5/27/2019,5/21/2019
46448466,17,9,20,17,8,14,5/31/2019,5/31/2019
274997836,,,,,,,,
179256041,2,0,1,0,1,0,5/14/2019,5/14/2019
255184642,,,,,1,0,5/9/2019,5/9/2019
148551588,,,,,,,,
335514347,,,,,12,17,5/31/2019,5/31/2019
136973733,2,6,5,5,7,5,5/30/2019,5/30/2019
262626816,,,,,,,,
444421881,,,,,,,,
137395110,0,25,2,25,4,25,5/25/2019,5/31/2019
93670070,,,1,1,2,8,5/28/2019,5/30/2019
397943925,,,2,0,,,,
294510352,3,6,0,1,1,17,5/7/2019,5/31/2019
77022886,3,25,1,21,2,24,5/22/2019,5/30/2019
170659113,2,0,2,0,11,0,5/30/2019,5/30/2019
99327047,7,6,11,6,5,4,5/30/2019,5/21/2019
115512207,4,13,0,12,6,17,5/30/2019,5/30/2019
86848829,1,28,0,26,1,28,5/27/2019,5/31/2019
1360324,5,18,5,13,3,20,5/24/2019,5/31/2019
145141944,18,18,6,8,18,14,5/31/2019,5/31/2019
233844941,0,1,,,1,2,5/15/2019,5/26/2019
11832463,10,0,13,0,11,0,5/28/2019,5/28/2019
414277060,22,2,26,5,20,6,5/31/2019,5/29/2019
22954224,0,14,8,15,0,14,5/29/2019,5/29/2019
84843635,5,28,4,16,1,14,5/10/2019,5/29/2019
145360132,2,0,7,0,6,0,5/28/2019,5/28/2019
391619759,,,,,,,,
201929049,0,16,0,10,8,9,5/31/2019,5/31/2019
38893803,0,15,1,14,0,12,5/28/2019,5/28/2019
40562112,9,25,1,1,6,11,5/27/2019,5/30/2019
42743680,0,19,0,11,0,8,5/31/2019,5/31/2019
86357115,6,28,4,27,4,28,5/27/2019,5/31/2019
195180749,3,0,4,0,3,0,5/27/2019,5/27/2019
262976137,3,12,1,13,9,9,5/31/2019,5/26/2019
83083128,1,11,2,14,2,20,5/27/2019,5/30/2019
402716428,0,1,1,1,2,8,5/31/2019,5/31/2019
398652389,,,,,,,,
62457122,5,12,9,13,9,4,5/29/2019,5/23/2019
226500851,30,0,17,0,19,0,5/30/2019,5/30/2019
343908063,10,15,0,8,4,18,5/30/2019,5/30/2019
197649028,0,13,2,5,1,10,5/29/2019,5/31/2019
208122625,3,0,3,0,,,,
160284571,8,21,3,9,5,23,5/27/2019,5/31/2019
420975005,0,2,0,6,4,5,5/30/2019,5/31/2019
201028658,3,5,5,6,8,5,5/28/2019,5/28/2019
69819082,5,26,3,29,5,23,5/31/2019,5/31/2019
205832230,0,17,0,26,0,30,5/31/2019,5/31/2019
169691780,0,15,0,11,0,8,5/31/2019,5/31/2019
206402515,0,15,2,18,1,13,5/14/2019,5/22/2019
73980444,9,27,8,29,12,31,5/28/2019,5/31/2019
137506024,1,17,5,14,5,12,5/30/2019,5/31/2019
113263114,,,,,,,,
65974201,,,,,3,0,5/22/2019,5/22/2019
95425293,1,29,0,26,0,24,5/28/2019,5/28/2019
74414233,1,14,2,13,8,15,5/26/2019,5/31/2019
223356242,2,12,11,19,5,12,5/14/2019,5/31/2019
233702137,6,5,7,7,6,3,5/31/2019,5/31/2019
173157747,7,14,8,9,3,0,5/28/2019,5/28/2019
59211645,3,17,6,5,4,6,5/13/2019,5/27/2019
312184802,15,0,7,0,9,0,5/30/2019,5/30/2019
56951117,5,13,3,7,3,6,5/31/2019,5/31/2019
158597369,,,1,13,0,23,5/31/2019,5/31/2019
159131203,1,0,,,,,,
140398075,22,16,18,20,20,19,5/31/2019,5/31/2019
18056354,0,19,0,26,0,23,5/31/2019,5/31/2019
50672362,1,0,4,0,1,0,5/31/2019,5/31/2019
242724445,7,0,23,2,7,2,5/31/2019,5/31/2019
340686543,14,17,9,5,8,11,5/31/2019,5/31/2019
130313200,0,24,0,22,0,26,5/31/2019,5/31/2019
149431116,13,26,10,17,14,10,5/19/2019,5/19/2019
196099949,1,0,1,0,,,,
126582272,5,11,4,11,7,10,5/31/2019,5/29/2019
250453277,1,11,2,4,1,10,5/17/2019,5/29/2019
18346885,1,21,0,12,0,17,5/31/2019,5/31/2019
108778130,,,,,3,0,5/31/2019,5/31/2019
205224063,,,,,,,,
39458608,0,7,0,11,7,5,5/27/2019,5/27/2019
240943876,0,21,4,17,3,18,5/9/2019,5/30/2019
434090111,,,,,16,21,5/31/2019,5/31/2019
62605754,13,0,14,0,1,3,5/21/2019,5/23/2019
63558734,7,12,13,15,16,15,5/30/2019,5/30/2019
116042827,,,6,10,15,24,5/31/2019,5/31/2019
243596818,,,,,,,,
31376358,0,17,0,19,0,12,5/31/2019,5/31/2019
361868469,0,3,0,2,0,16,5/31/2019,5/31/2019
131694244,0,25,2,22,3,19,5/21/2019,5/31/2019
204302991,6,0,3,1,10,20,5/31/2019,5/31/2019
162395003,4,20,8,21,6,26,5/29/2019,5/31/2019
200531319,0,9,,,0,1,5/12/2019,5/12/2019
436048522,,,,,2,0,5/31/2019,5/31/2019
173684534,,,,,1,0,5/6/2019,5/6/2019
47164169,16,11,20,13,20,18,5/31/2019,5/31/2019
48818938,0,21,0,22,0,24,5/31/2019,5/31/2019
21606506,,,,,,,,
89938374,,,1,0,3,0,5/31/2019,5/31/2019
320756704,,,,,,,,
15265156,4,20,2,1,,,,
384904109,,,0,4,0,4,5/23/2019,5/23/2019
143749532,10,17,13,21,21,27,5/28/2019,5/31/2019
177579102,23,0,21,0,27,0,5/31/2019,5/31/2019
417730321,1,0,1,0,1,0,5/20/2019,5/20/2019
356401871,,,,,,,,
440265449,,,,,2,0,5/31/2019,5/31/2019
430553717,,,,,13,0,5/28/2019,5/28/2019
43956324,0,21,4,25,1,26,5/4/2019,5/31/2019
368192859,,,0,5,0,1,5/1/2019,5/1/2019
369581425,1,0,,,,,,
346257834,5,8,5,0,5,0,5/29/2019,5/29/2019
49191892,0,2,4,20,0,3,5/3/2019,5/3/2019
191011452,,,,,,,,
102785395,3,10,4,8,5,17,5/29/2019,5/25/2019
175971114,1,0,5,0,7,0,5/27/2019,5/27/2019
152204449,1,7,4,6,2,13,5/31/2019,5/31/2019
239223176,3,0,,,1,0,5/31/2019,5/31/2019
380918196,11,0,8,0,11,0,5/31/2019,5/31/2019
31268785,0,5,,,,,,
51858276,0,28,0,25,0,23,5/31/2019,5/31/2019
178124756,6,0,6,0,3,0,5/11/2019,5/11/2019
123548129,2,7,3,8,6,7,5/25/2019,5/31/2019
399822709,,,,,,,,
45733724,1,23,2,22,2,30,5/20/2019,5/31/2019
253625536,1,21,1,12,1,10,5/5/2019,5/31/2019
53569827,11,15,5,14,5,14,5/29/2019,5/31/2019
133829976,30,23,29,23,30,18,5/31/2019,5/31/2019
180215636,1,1,4,2,7,1,5/30/2019,5/9/2019
402941887,,,,,,,,
292584374,5,3,7,13,6,5,5/22/2019,5/20/2019
168187955,,,,,,,,
94708277,0,1,,,0,6,5/24/2019,5/24/2019
52503766,14,14,9,13,11,20,5/30/2019,5/31/2019
337144195,9,16,15,18,6,16,5/29/2019,5/31/2019
152948160,0,1,,,12,0,5/29/2019,5/29/2019
130273997,28,4,27,0,24,0,5/31/2019,5/31/2019
161498564,2,25,0,22,0,4,5/8/2019,5/8/2019
3320811,0,6,0,9,1,9,5/19/2019,5/29/2019
427413308,,,0,8,0,29,5/31/2019,5/31/2019
102316666,0,12,0,8,0,13,5/31/2019,5/31/2019
205220860,14,0,25,0,19,0,5/30/2019,5/30/2019
234028495,,,,,4,0,5/30/2019,5/30/2019
390105536,1,20,0,18,1,21,5/8/2019,5/31/2019
303673436,2,0,,,0,12,5/31/2019,5/31/2019
83967814,0,6,0,11,0,11,5/31/2019,5/31/2019
265403170,,,1,0,15,1,5/24/2019,5/7/2019
405370926,10,3,14,1,16,0,5/31/2019,5/31/2019
329018807,10,15,15,18,18,18,5/29/2019,5/30/2019
64765973,1,0,7,0,5,0,5/30/2019,5/30/2019
335408183,1,3,8,1,0,2,5/20/2019,5/20/2019
146551350,0,2,9,3,2,0,5/9/2019,5/9/2019
306079210,14,0,6,0,9,0,5/31/2019,5/31/2019
443798422,,,,,,,,
307095884,16,9,15,10,20,11,5/30/2019,5/29/2019
187467076,,,,,0,4,5/25/2019,5/25/2019
97048432,6,29,9,22,10,26,5/22/2019,5/31/2019
253797762,,,,,,,,
114541015,5,7,8,3,10,9,5/28/2019,5/21/2019
142620098,3,25,8,17,4,14,5/31/2019,5/31/2019
254496926,31,14,30,11,30,2,5/31/2019,5/4/2019
202557569,1,17,2,21,3,17,5/17/2019,5/30/2019
161824942,6,8,9,6,7,7,5/30/2019,5/16/2019
27250843,3,28,5,27,3,26,5/27/2019,5/31/2019
332380034,0,7,1,4,2,11,5/10/2019,5/31/2019
227764570,3,16,0,22,0,23,5/31/2019,5/31/2019
274216051,7,26,19,30,10,30,5/28/2019,5/31/2019
37256177,4,4,3,2,6,5,5/30/2019,5/31/2019
219809145,9,2,14,3,5,1,5/19/2019,5/18/2019
260663961,27,13,21,10,28,12,5/31/2019,5/31/2019
191537241,14,22,8,27,17,31,5/30/2019,5/31/2019
193971189,1,0,1,0,,,,
90724707,8,0,10,0,3,0,5/31/2019,5/31/2019
150288217,5,15,7,16,4,16,5/26/2019,5/31/2019
280907831,,,0,24,0,23,5/30/2019,5/30/2019
341202335,3,0,5,0,,,,
433456787,,,,,5,0,5/27/2019,5/27/2019
394143487,1,18,1,13,3,17,5/30/2019,5/31/2019
197995470,31,0,30,0,31,0,5/31/2019,5/31/2019
58952696,27,1,24,3,28,1,5/31/2019,5/10/2019
183849946,1,0,1,0,2,0,5/15/2019,5/15/2019
77879360,0,9,0,4,1,9,5/29/2019,5/30/2019
14608331,25,17,23,21,25,13,5/31/2019,5/31/2019
401904761,,,1,0,2,0,5/18/2019,5/18/2019
186947366,4,9,10,3,7,12,5/30/2019,5/30/2019
332053459,9,27,10,26,5,28,5/24/2019,5/31/2019
123360021,,,0,3,0,18,5/28/2019,5/28/2019
211896764,7,12,4,6,6,11,5/31/2019,5/31/2019
403648322,,,,,4,0,5/24/2019,5/24/2019
419368729,2,0,2,0,3,0,5/12/2019,5/12/2019
222672325,5,0,6,0,8,0,5/30/2019,5/30/2019
186408819,27,28,27,20,31,21,5/31/2019,5/31/2019
261632666,4,0,5,0,6,0,5/28/2019,5/28/2019
64055061,10,0,,,2,0,5/15/2019,5/15/2019
244983752,,,,,6,0,5/18/2019,5/18/2019
402824593,2,3,1,0,,,,
208558619,15,0,5,0,4,0,5/28/2019,5/28/2019
238262418,4,4,3,5,4,6,5/28/2019,5/29/2019
82197283,,,4,8,10,0,5/20/2019,5/20/2019
2297632,6,3,6,0,8,3,5/30/2019,5/31/2019
95512881,4,0,2,0,5,0,5/29/2019,5/29/2019
270663512,,,1,12,1,5,5/7/2019,5/31/2019
190727070,12,9,11,6,9,13,5/31/2019,5/28/2019
29449191,0,18,4,22,1,21,5/31/2019,5/31/2019
215079105,,,6,0,4,0,5/28/2019,5/28/2019
102270023,3,0,5,0,4,0,5/21/2019,5/21/2019
139240088,8,29,11,25,9,25,5/26/2019,5/31/2019
84576645,4,0,3,0,3,0,5/30/2019,5/30/2019
360531363,9,0,6,0,4,0,5/30/2019,5/30/2019
52907548,0,16,0,16,0,12,5/31/2019,5/31/2019
79847156,,,1,0,,,,
443876969,,,,,,,,
41830543,0,26,1,24,3,21,5/21/2019,5/31/2019
6632442,17,16,17,26,28,31,5/30/2019,5/31/2019
241344115,0,25,5,24,12,21,5/22/2019,5/31/2019
28407940,0,7,0,5,0,8,5/27/2019,5/27/2019
388526492,2,5,4,7,9,7,5/31/2019,5/25/2019
2551483,18,0,24,9,16,7,5/31/2019,5/30/2019
353627197,0,6,0,8,0,5,5/29/2019,5/29/2019
152257984,2,0,3,9,9,8,5/30/2019,5/29/2019
329771799,1,19,10,19,15,25,5/31/2019,5/31/2019
53098223,,,,,1,0,5/26/2019,5/26/2019
96071636,7,10,5,9,9,16,5/28/2019,5/28/2019
389623274,2,0,1,0,2,0,5/29/2019,5/29/2019
380987185,7,3,2,0,1,7,5/10/2019,5/28/2019
426993380,,,2,3,,,,
76213924,4,27,2,24,5,20,5/30/2019,5/30/2019
310751028,1,10,2,19,1,6,5/5/2019,5/22/2019
240363314,0,6,0,10,1,19,5/22/2019,5/31/2019
17279584,0,4,0,11,7,16,5/28/2019,5/30/2019
92474338,1,28,0,26,0,24,5/31/2019,5/31/2019
315144170,1,6,12,7,10,19,5/29/2019,5/30/2019
226241081,2,16,1,20,0,24,5/31/2019,5/31/2019
280157201,,,,,0,1,5/21/2019,5/21/2019
47888277,0,7,2,0,2,0,5/21/2019,5/21/2019
77325415,5,13,7,10,6,6,5/27/2019,5/21/2019
5537437,1,6,1,7,10,8,5/28/2019,5/29/2019
171432098,,,,,3,0,5/23/2019,5/23/2019
97379445,0,9,0,10,2,15,5/27/2019,5/31/2019
381776965,2,0,1,0,,,,
400653375,0,4,0,1,2,13,5/24/2019,5/29/2019
150781065,,,,,,,,
144323073,2,19,3,22,4,20,5/30/2019,5/31/2019
273929038,0,11,0,5,0,12,5/31/2019,5/31/2019
9255410,0,22,0,16,0,21,5/31/2019,5/31/2019
222470532,,,5,3,6,3,5/30/2019,5/13/2019
434778727,,,,,1,0,5/10/2019,5/10/2019
98603641,,,,,,,,
44442661,1,3,0,3,7,6,5/21/2019,5/25/2019
45946297,4,0,1,0,2,10,5/28/2019,5/31/2019
400631558,0,4,0,3,0,2,5/14/2019,5/14/2019
47065735,0,30,0,20,1,8,5/23/2019,5/25/2019
194450432,3,26,1,23,0,27,5/30/2019,5/30/2019
47138882,2,15,0,7,0,9,5/28/2019,5/28/2019
235184234,4,4,3,1,8,12,5/28/2019,5/31/2019
324714646,5,4,17,11,11,5,5/31/2019,5/27/2019
21822631,0,1,,,0,6,5/31/2019,5/31/2019
397020681,22,0,4,0,,,,
50644330,0,18,0,16,2,19,5/31/2019,5/31/2019
